year,district,hh_total,hh_1person,hh_2persons,hh_3persons,hh_4persons,hh_5persons,hh_6plus,hh_mean_size,pct_1person,pct_small_hh
2023,1104 - Craivavers,341,73,110,59,69,20,10,2.6862,0.2141,0.5367
2023,1105 - Devin,971,436,244,111,129,40,11,2.1112,0.449,0.7003
2023,12 - Sallaz/Vennes/Séchaud,6960,2766,1736,992,897,408,161,2.2944,0.3974,0.6468
2023,1201 - La Sallaz,1798,876,434,221,190,60,17,1.9944,0.4872,0.7286
2023,1202 - Vennes,652,293,145,63,79,47,25,2.2975,0.4494,0.6718
2023,1203 - Rte de Berne,1524,555,417,237,211,76,28,2.3097,0.3642,0.6378
2023,1204 - Valmont,533,270,123,81,37,17,5,1.9268,0.5066,0.7373
2023,1205 - Grangette,690,208,174,104,103,69,32,2.6797,0.3014,0.5536
2023,1206 - Praz-Séchaud,742,141,171,149,153,91,37,3.0404,0.19,0.4205
2023,1207 - Ch. des Roches,164,38,52,37,23,11,3,2.5671,0.2317,0.5488
2023,1208 - Grand-Vennes,857,385,220,100,101,37,14,2.1144,0.4492,0.706
2023,13 - Sauvabelin,371,103,78,90,74,21,5,2.6011,0.2776,0.4879
2023,1301 - Sauvabelin,28,9,7,5,5,2,0,2.4286,0.3214,0.5714
2023,1302 - Pré-Fleuri,343,94,71,85,69,19,5,2.6152,0.2741,0.481
2023,14 - Borde/Bellevaux,4794,2268,1268,551,437,207,63,2.0194,0.4731,0.7376
2023,1401 - Borde,983,444,255,118,97,45,24,2.1251,0.4517,0.7111
2023,1402 - Rouvraie,936,456,278,105,72,21,4,1.8675,0.4872,0.7842
2023,1403 - Bellevaux,2502,1190,640,288,228,124,32,2.0344,0.4756,0.7314
2023,1404 - Rte du Signal,373,178,95,40,40,17,3,2.0214,0.4772,0.7319
2023,15 - Vinet/Pontaise,4165,2329,1058,419,252,85,22,1.7501,0.5592,0.8132
2023,1501 - Pré-du-Marché,1135,672,281,102,58,17,5,1.667,0.5921,0.8396
2023,1502 - Valentin,1585,906,398,153,94,24,10,1.7205,0.5716,0.8227
2023,1503 - Pontaise,1445,751,379,164,100,44,7,1.8478,0.5197,0.782
2023,16 - Bossons/Blécherette,4141,1660,1139,598,506,175,63,2.1908,0.4009,0.6759
2023,1601 - Stade,1,0,0,1,0,0,0,3.0,0.0,0.0
2023,1602 - Ancien-Stand,323,83,78,66,55,30,11,2.7368,0.257,0.4985
2023,1603 - Bois-Mermet,29,11,8,7,2,1,0,2.1034,0.3793,0.6552
2023,1604 - Bois-Gentil,1919,787,516,265,241,80,30,2.1824,0.4101,0.679
2023,1605 - Bossons,1797,765,512,241,195,62,22,2.0902,0.4257,0.7106
2023,1606 - Blécherette,72,14,25,18,13,2,0,2.5,0.1944,0.5417
2023,17 - Beaulieu/Grey/Boisy,3064,1305,934,391,305,101,28,2.0454,0.4259,0.7307
2023,1701 - Beaulieu,110,33,38,19,19,1,0,2.2455,0.3,0.6455
2023,1702 - Bergières,1084,419,338,157,107,52,11,2.1504,0.3865,0.6983
2023,1703 - Pierrefleur,1870,853,558,215,179,48,17,1.9727,0.4561,0.7545
2023,2 - Maupas/Valency,7723,4261,1985,840,464,129,44,1.7558,0.5517,0.8088
2023,201 - Maupas,1708,1015,409,161,96,24,3,1.6633,0.5943,0.8337
2023,202 - Av. d'Echallens,2094,1131,585,214,118,31,15,1.755,0.5401,0.8195
2023,203 - Montétan,1328,743,320,165,74,19,7,1.7455,0.5595,0.8005
2023,204 - Chablière,1499,719,411,195,121,40,13,1.9353,0.4797,0.7538
2023,205 - Valency,1094,653,260,105,55,15,6,1.6682,0.5969,0.8346
2023,3 - Sébeillon/Malley,5771,2741,1538,728,484,199,81,1.9925,0.475,0.7415
2023,301 - Av. de Morges,1948,997,528,185,155,61,22,1.8927,0.5118,0.7829
2023,302 - Rue de Sébeillon,84,22,21,20,17,3,1,2.5476,0.2619,0.5119
2023,303 - Tivoli,1199,577,359,155,78,25,5,1.8616,0.4812,0.7807
2023,304 - Prélaz,1433,708,328,193,115,49,40,2.0433,0.4941,0.723
2023,305 - Gare de Sébeillon,420,179,130,63,32,12,4,2.0095,0.4262,0.7357
2023,306 - Av. de Provence,1,0,1,0,0,0,0,2.0,0.0,1.0
2023,307 - Malley,686,258,171,112,87,49,9,2.3207,0.3761,0.6254
2023,4 - Montoie/Bourdonnette,3752,1763,950,466,357,158,58,2.0482,0.4699,0.7231
2023,401 - Montoie,1886,971,492,202,137,69,15,1.8871,0.5148,0.7757
2023,402 - Vallée de la Jeunesse,140,40,34,29,27,9,1,2.5357,0.2857,0.5286
2023,403 - Pyramides,670,353,161,77,50,20,9,1.894,0.5269,0.7672
2023,404 - Prés-de-Vidy,433,274,92,35,22,6,4,1.6374,0.6328,0.8453
2023,405 - Bourget,3,0,2,1,0,0,0,2.3333,0.0,0.6667
2023,406 - Bourdonnette,620,125,169,122,121,54,29,2.8806,0.2016,0.4742
2023,5 - Montriond/Cour,4364,2140,1203,527,377,89,28,1.8964,0.4904,0.766
2023,501 - Marc-Dufour,1606,863,426,177,100,33,7,1.7808,0.5374,0.8026
2023,503 - Les Cèdres,21,11,5,2,3,0,0,1.8571,0.5238,0.7619
2023,504 - Cour,1152,522,341,144,113,22,10,1.9688,0.4531,0.7491
2023,505 - Mont-d'Or,1582,743,431,202,161,34,11,1.9608,0.4697,0.7421
2023,506 - Bellerive,3,1,0,2,0,0,0,2.3333,0.3333,0.3333
2023,6 - Sous-Gare/Ouchy,5930,3189,1538,639,433,109,22,1.7897,0.5378,0.7971
2023,601 - Grancy,1958,1033,481,240,159,37,8,1.8345,0.5276,0.7732
2023,602 - Harpe,2477,1319,673,247,182,48,8,1.7885,0.5325,0.8042
2023,603 - Av. d'Ouchy,631,315,168,80,47,19,2,1.8827,0.4992,0.7655
2023,604 - Ouchy,864,522,216,72,45,5,4,1.6238,0.6042,0.8542
2023,7 - Montchoisi,2172,1238,534,198,162,29,11,1.7357,0.57,0.8158
2023,701 - Montchoisi,2059,1191,506,181,143,27,11,1.7144,0.5784,0.8242
2023,702 - Elysée,113,47,28,17,19,2,0,2.1239,0.4159,0.6637
2023,8 - Florimont/Chissiez,3017,1466,839,338,259,89,26,1.9294,0.4859,0.764
2023,801 - Florimont,1019,487,266,129,101,27,9,1.9706,0.4779,0.739
2023,802 - Av. Rambert,562,206,190,69,64,26,7,2.1851,0.3665,0.7046
2023,803 - Chissiez,1436,773,383,140,94,36,10,1.8001,0.5383,0.805
2023,9 - Mousquines/Bellevue,1292,566,359,173,144,37,13,2.055,0.4381,0.7159
2023,90 - Zones foraines,1687,534,471,248,316,78,40,2.4624,0.3165,0.5957
2023,901 - Mon-Repos,93,44,15,15,18,1,0,2.1075,0.4731,0.6344
2023,9010 - Les Râpes,1462,481,396,210,278,65,32,2.4378,0.329,0.5999
2023,902 - Av. Secrétan,810,316,251,108,100,24,11,2.1469,0.3901,0.7
2023,9020 - Montheron,53,17,17,9,6,2,2,2.3774,0.3208,0.6415
2023,903 - Ch. de la Vuachère,389,206,93,50,26,12,2,1.8509,0.5296,0.7686
2023,9030 - Vernand,172,36,58,29,32,11,6,2.6977,0.2093,0.5465
2023,Ville de Lausanne,74919,36833,19572,8846,6680,2204,784,1.9453,0.4916,0.7529
2024,1 - Centre,7690,4450,1905,730,466,101,38,1.7016,0.5787,0.8264
2024,10 - Vallon/Béthusy,3531,1954,901,361,242,52,21,1.7598,0.5534,0.8086
2024,1001 - Le Vallon,856,450,221,104,58,19,4,1.8213,0.5257,0.7839
2024,1002 - Hôpitaux,43,22,14,5,2,0,0,1.6977,0.5116,0.8372
2024,1003 - Victor-Ruffy,1344,740,314,149,110,20,11,1.8095,0.5506,0.7842
2024,1004 - Béthusy,1288,742,352,103,72,13,6,1.6693,0.5761,0.8494
2024,101 - Rue Centrale,1474,932,343,126,58,12,3,1.5665,0.6323,0.865
2024,102 - Chauderon,1423,900,330,118,59,12,4,1.5727,0.6325,0.8644
2024,103 - Flon,28,15,11,2,0,0,0,1.5357,0.5357,0.9286
2024,104 - Montbenon,98,51,34,8,4,0,1,1.6939,0.5204,0.8673
2024,105 - Gare/Petit-Chêne,778,427,205,86,47,10,3,1.7404,0.5488,0.8123
2024,106 - Georgette,779,368,208,91,86,21,5,1.9782,0.4724,0.7394
2024,107 - Avant-Poste,926,463,256,110,80,12,5,1.8575,0.5,0.7765
2024,108 - Marterey,1115,659,261,94,70,21,10,1.7202,0.591,0.8251
2024,109 - Cité,428,253,102,36,30,6,1,1.6869,0.5911,0.8294
2024,11 - Chailly/Rovéréaz,4547,2101,1213,544,514,126,49,2.0207,0.4621,0.7288
2024,110 - Riponne/Tunnel,641,382,155,59,32,7,6,1.6755,0.5959,0.8378
2024,1101 - Chailly,2489,1313,632,271,222,39,12,1.8309,0.5275,0.7814
2024,1102 - Plaisante,710,279,192,92,101,33,13,2.2521,0.393,0.6634
2024,1103 - Bois de Rovéréaz,23,4,9,3,4,0,3,2.9565,0.1739,0.5652
2024,1104 - Craivavers,340,73,125,49,66,17,10,2.6147,0.2147,0.5824
2024,1105 - Devin,985,432,255,129,121,37,11,2.1066,0.4386,0.6975
2024,12 - Sallaz/Vennes/Séchaud,7054,2835,1793,975,891,386,174,2.2764,0.4019,0.6561
2024,1201 - La Sallaz,1814,882,453,211,195,55,18,1.9857,0.4862,0.7359
2024,1202 - Vennes,704,334,159,65,73,48,25,2.2074,0.4744,0.7003
2024,1203 - Rte de Berne,1523,552,429,229,202,79,32,2.3139,0.3624,0.6441
2024,1204 - Valmont,543,280,138,68,35,18,4,1.8748,0.5157,0.7698
2024,1205 - Grangette,684,195,175,116,102,67,29,2.6886,0.2851,0.5409
2024,1206 - Praz-Séchaud,755,154,168,154,161,72,46,3.0172,0.204,0.4265
2024,1207 - Ch. des Roches,163,40,46,38,25,11,3,2.589,0.2454,0.5276
2024,1208 - Grand-Vennes,868,398,225,94,98,36,17,2.0979,0.4585,0.7177
2024,13 - Sauvabelin,374,102,84,89,68,23,8,2.6203,0.2727,0.4973
2024,1301 - Sauvabelin,27,9,7,4,4,2,1,2.5185,0.3333,0.5926
2024,1302 - Pré-Fleuri,347,93,77,85,64,21,7,2.6282,0.268,0.4899
2024,14 - Borde/Bellevaux,4864,2334,1262,582,433,193,60,1.9986,0.4799,0.7393
2024,1401 - Borde,994,451,247,134,91,49,22,2.1227,0.4537,0.7022
2024,1402 - Rouvraie,927,461,267,102,72,21,4,1.8576,0.4973,0.7853
2024,1403 - Bellevaux,2561,1234,653,303,229,112,30,2.0051,0.4818,0.7368
2024,1404 - Rte du Signal,382,188,95,43,41,11,4,1.9738,0.4921,0.7408
2024,15 - Vinet/Pontaise,4135,2324,1035,418,257,84,17,1.7449,0.562,0.8123
2024,1501 - Pré-du-Marché,1143,690,268,100,68,14,3,1.6527,0.6037,0.8381
2024,1502 - Valentin,1549,877,395,151,96,24,6,1.7211,0.5662,0.8212
2024,1503 - Pontaise,1443,757,372,167,93,46,8,1.8434,0.5246,0.7824
2024,16 - Bossons/Blécherette,4458,1785,1199,649,533,207,85,2.2189,0.4004,0.6694
2024,1601 - Stade,2,1,0,1,0,0,0,2.0,0.5,0.5
2024,1602 - Ancien-Stand,324,85,83,66,49,31,10,2.6852,0.2623,0.5185
2024,1603 - Bois-Mermet,29,10,10,7,1,1,0,2.069,0.3448,0.6897
2024,1604 - Bois-Gentil,1917,812,506,245,237,82,35,2.1711,0.4236,0.6875
2024,1605 - Bossons,2116,866,575,313,231,91,40,2.1805,0.4093,0.681
2024,1606 - Blécherette,70,11,25,17,15,2,0,2.6,0.1571,0.5143
2024,17 - Beaulieu/Grey/Boisy,3023,1300,896,382,318,100,27,2.0506,0.43,0.7264
2024,1701 - Beaulieu,106,31,38,17,18,2,0,2.2642,0.2925,0.6509
2024,1702 - Bergières,1070,420,322,153,122,44,9,2.1439,0.3925,0.6935
2024,1703 - Pierrefleur,1847,849,536,212,178,54,18,1.9843,0.4597,0.7499
2024,2 - Maupas/Valency,7655,4210,2005,822,451,127,40,1.7511,0.55,0.8119
2024,201 - Maupas,1694,998,419,164,87,22,4,1.6612,0.5891,0.8365
2024,202 - Av. d'Echallens,2062,1102,598,213,114,27,8,1.7381,0.5344,0.8244
2024,203 - Montétan,1320,728,336,159,70,21,6,1.7455,0.5515,0.8061
2024,204 - Chablière,1488,734,382,191,120,43,18,1.9435,0.4933,0.75
2024,205 - Valency,1091,648,270,95,60,14,4,1.6599,0.594,0.8414
2024,3 - Sébeillon/Malley,5788,2751,1557,692,513,184,91,1.9955,0.4753,0.7443
2024,301 - Av. de Morges,1917,990,495,183,165,54,30,1.9139,0.5164,0.7746
2024,302 - Rue de Sébeillon,85,22,22,19,18,2,2,2.5765,0.2588,0.5176
2024,303 - Tivoli,1176,560,362,147,83,20,4,1.858,0.4762,0.784
2024,304 - Prélaz,1440,695,353,179,119,55,39,2.0569,0.4826,0.7278
2024,305 - Gare de Sébeillon,477,225,142,61,34,10,5,1.914,0.4717,0.7694
2024,306 - Av. de Provence,1,0,1,0,0,0,0,2.0,0.0,1.0
2024,307 - Malley,692,259,182,103,94,43,11,2.3121,0.3743,0.6373
2024,4 - Montoie/Bourdonnette,3739,1772,924,454,371,150,68,2.0572,0.4739,0.721
2024,401 - Montoie,1868,973,487,185,137,63,23,1.8876,0.5209,0.7816
2024,402 - Vallée de la Jeunesse,141,40,34,29,26,10,2,2.5745,0.2837,0.5248
2024,403 - Pyramides,688,379,151,77,54,22,5,1.8503,0.5509,0.7703
2024,404 - Prés-de-Vidy,427,259,91,36,31,6,4,1.7119,0.6066,0.8197
2024,405 - Bourget,3,0,2,1,0,0,0,2.3333,0.0,0.6667
2024,406 - Bourdonnette,612,121,159,126,123,49,34,2.9281,0.1977,0.4575
2024,5 - Montriond/Cour,4363,2161,1177,520,394,87,24,1.8918,0.4953,0.7651
2024,501 - Marc-Dufour,1584,843,410,182,117,27,5,1.7973,0.5322,0.791
2024,503 - Les Cèdres,22,11,7,0,4,0,0,1.8636,0.5,0.8182
2024,504 - Cour,1133,516,328,136,116,26,11,1.9868,0.4554,0.7449
2024,505 - Mont-d'Or,1621,790,432,200,157,34,8,1.9173,0.4874,0.7539
2024,506 - Bellerive,3,1,0,2,0,0,0,2.3333,0.3333,0.3333
2024,6 - Sous-Gare/Ouchy,5962,3222,1550,623,445,102,20,1.7814,0.5404,0.8004
2024,601 - Grancy,1962,1033,488,238,160,33,10,1.8338,0.5265,0.7752
2024,602 - Harpe,2490,1330,681,241,189,42,7,1.7791,0.5341,0.8076
2024,603 - Av. d'Ouchy,641,329,164,75,53,18,2,1.869,0.5133,0.7691
2024,604 - Ouchy,869,530,217,69,43,9,1,1.6053,0.6099,0.8596
2024,7 - Montchoisi,2193,1280,515,197,166,27,8,1.7127,0.5837,0.8185
2024,701 - Montchoisi,2081,1234,489,175,148,27,8,1.6915,0.593,0.828
2024,702 - Elysée,112,46,26,22,18,0,0,2.1071,0.4107,0.6429
2024,8 - Florimont/Chissiez,3000,1434,844,358,245,95,24,1.9397,0.478,0.7593
2024,801 - Florimont,1018,485,264,137,97,27,8,1.9676,0.4764,0.7358
2024,802 - Av. Rambert,555,198,182,78,62,29,6,2.218,0.3568,0.6847
2024,803 - Chissiez,1427,751,398,143,86,39,10,1.8115,0.5263,0.8052
2024,9 - Mousquines/Bellevue,1303,581,367,168,139,35,13,2.0269,0.4459,0.7276
2024,90 - Zones foraines,1734,566,494,249,295,99,31,2.4181,0.3264,0.6113
2024,901 - Mon-Repos,99,49,17,18,13,2,0,2.0101,0.4949,0.6667
2024,9010 - Les Râpes,1507,513,419,207,266,77,25,2.3862,0.3404,0.6184
2024,902 - Av. Secrétan,816,322,256,100,102,25,11,2.1373,0.3946,0.7083
2024,9020 - Montheron,53,16,20,9,3,4,1,2.3019,0.3019,0.6792
2024,903 - Ch. de la Vuachère,388,210,94,50,24,8,2,1.799,0.5412,0.7835
2024,9030 - Vernand,174,37,55,33,26,18,5,2.7299,0.2126,0.5287
2024,Ville de Lausanne,75413,37162,19721,8813,6741,2178,798,1.9424,0.4928,0.7543
2025,1 - Centre,7677,4429,1898,729,466,113,42,1.711,0.5769,0.8242
2025,10 - Vallon/Béthusy,3553,1975,899,359,237,59,24,1.7622,0.5559,0.8089
2025,1001 - Le Vallon,885,474,228,89,61,26,7,1.8305,0.5356,0.7932
2025,1002 - Hôpitaux,38,17,13,7,1,0,0,1.7895,0.4474,0.7895
2025,1003 - Victor-Ruffy,1332,732,307,155,107,21,10,1.8123,0.5495,0.78
2025,1004 - Béthusy,1298,752,351,108,68,12,7,1.6633,0.5794,0.8498
2025,101 - Rue Centrale,1482,937,345,126,52,17,5,1.5742,0.6323,0.865
2025,102 - Chauderon,1420,905,317,113,63,16,6,1.5859,0.6373,0.8606
2025,103 - Flon,26,14,9,3,0,0,0,1.5769,0.5385,0.8846
2025,104 - Montbenon,89,45,34,6,3,0,1,1.6854,0.5056,0.8876
2025,105 - Gare/Petit-Chêne,768,399,223,87,46,10,3,1.7721,0.5195,0.8099
2025,106 - Georgette,783,374,203,96,82,22,6,1.977,0.4777,0.7369
2025,107 - Avant-Poste,946,482,254,106,88,11,5,1.8499,0.5095,0.778
2025,108 - Marterey,1098,642,258,102,67,19,10,1.7277,0.5847,0.8197
2025,109 - Cité,423,247,103,35,32,5,1,1.6974,0.5839,0.8274
2025,11 - Chailly/Rovéréaz,4585,2150,1211,552,491,128,53,2.0072,0.4689,0.733
2025,110 - Riponne/Tunnel,642,384,152,55,33,13,5,1.69,0.5981,0.8349
2025,1101 - Chailly,2488,1312,646,265,210,39,16,1.8272,0.5273,0.787
2025,1102 - Plaisante,722,304,188,95,95,26,14,2.1787,0.4211,0.6814
2025,1103 - Bois de Rovéréaz,23,5,6,2,5,1,4,3.3043,0.2174,0.4783
2025,1104 - Craivavers,349,79,120,56,64,22,8,2.6046,0.2264,0.5702
2025,1105 - Devin,1003,450,251,134,117,40,11,2.0927,0.4487,0.6989
2025,12 - Sallaz/Vennes/Séchaud,7094,2869,1771,979,924,368,183,2.2787,0.4044,0.6541
2025,1201 - La Sallaz,1870,898,471,224,195,58,24,2.0053,0.4802,0.7321
2025,1202 - Vennes,708,326,165,74,70,45,28,2.2302,0.4605,0.6935
2025,1203 - Rte de Berne,1522,565,420,216,212,76,33,2.3075,0.3712,0.6472
2025,1204 - Valmont,533,279,129,60,41,17,7,1.9043,0.5235,0.7655
2025,1205 - Grangette,660,182,168,106,119,60,25,2.7076,0.2758,0.5303
2025,1206 - Praz-Séchaud,752,152,173,155,153,72,47,3.0106,0.2021,0.4322
2025,1207 - Ch. des Roches,165,40,49,39,28,5,4,2.5455,0.2424,0.5394
2025,1208 - Grand-Vennes,884,427,196,105,106,35,15,2.0792,0.483,0.7048
2025,13 - Sauvabelin,378,111,88,83,66,22,8,2.5556,0.2937,0.5265
2025,1301 - Sauvabelin,26,8,7,3,4,3,1,2.6538,0.3077,0.5769
2025,1302 - Pré-Fleuri,352,103,81,80,62,19,7,2.5483,0.2926,0.5227
2025,14 - Borde/Bellevaux,4928,2333,1296,589,452,197,61,2.0114,0.4734,0.7364
2025,1401 - Borde,1023,469,256,133,92,53,20,2.1046,0.4585,0.7087
2025,1402 - Rouvraie,974,472,278,108,86,22,8,1.9117,0.4846,0.77
2025,1403 - Bellevaux,2546,1219,651,301,236,110,29,2.0114,0.4788,0.7345
2025,1404 - Rte du Signal,385,173,111,47,38,12,4,2.0156,0.4494,0.7377
2025,15 - Vinet/Pontaise,4143,2319,1050,414,256,78,26,1.7516,0.5597,0.8132
2025,1501 - Pré-du-Marché,1126,675,272,105,61,7,6,1.6474,0.5995,0.841
2025,1502 - Valentin,1560,875,401,152,94,29,9,1.7417,0.5609,0.8179
2025,1503 - Pontaise,1457,769,377,157,101,42,11,1.8428,0.5278,0.7865
2025,16 - Bossons/Blécherette,4545,1814,1202,675,560,206,88,2.2286,0.3991,0.6636
2025,1601 - Stade,2,1,0,1,0,0,0,2.0,0.5,0.5
2025,1602 - Ancien-Stand,322,87,84,66,45,28,12,2.6615,0.2702,0.5311
2025,1603 - Bois-Mermet,29,11,7,9,1,1,0,2.1034,0.3793,0.6207
2025,1604 - Bois-Gentil,1918,804,502,262,243,75,32,2.1715,0.4192,0.6809
2025,1605 - Bossons,2204,898,589,318,257,100,42,2.2015,0.4074,0.6747
2025,1606 - Blécherette,70,13,20,19,14,2,2,2.7143,0.1857,0.4714
2025,17 - Beaulieu/Grey/Boisy,3054,1332,877,390,328,94,33,2.0527,0.4361,0.7233
2025,1701 - Beaulieu,110,31,43,20,15,1,0,2.2,0.2818,0.6727
2025,1702 - Bergières,1090,430,324,147,137,39,13,2.1587,0.3945,0.6917
2025,1703 - Pierrefleur,1854,871,510,223,176,54,20,1.9817,0.4698,0.7449
2025,2 - Maupas/Valency,7714,4277,1986,818,463,131,39,1.7479,0.5544,0.8119
2025,201 - Maupas,1699,1013,405,172,83,20,6,1.6557,0.5962,0.8346
2025,202 - Av. d'Echallens,2079,1141,567,222,116,26,7,1.7239,0.5488,0.8215
2025,203 - Montétan,1333,737,342,149,82,17,6,1.7427,0.5529,0.8095
2025,204 - Chablière,1497,734,404,177,121,45,16,1.9332,0.4903,0.7602
2025,205 - Valency,1106,652,268,98,61,23,4,1.6899,0.5895,0.8318
2025,3 - Sébeillon/Malley,5703,2724,1504,707,492,193,83,1.9932,0.4776,0.7414
2025,301 - Av. de Morges,1830,906,491,197,154,53,29,1.947,0.4951,0.7634
2025,302 - Rue de Sébeillon,84,23,21,19,15,5,1,2.5476,0.2738,0.5238
2025,303 - Tivoli,1176,587,335,147,80,26,1,1.8325,0.4991,0.784
2025,304 - Prélaz,1443,712,336,186,113,62,34,2.0388,0.4934,0.7263
2025,305 - Gare de Sébeillon,479,233,147,54,35,3,7,1.8643,0.4864,0.7933
2025,306 - Av. de Provence,1,0,1,0,0,0,0,2.0,0.0,1.0
2025,307 - Malley,690,263,173,104,95,44,11,2.3159,0.3812,0.6319
2025,4 - Montoie/Bourdonnette,3732,1740,968,446,368,145,65,2.0541,0.4662,0.7256
2025,401 - Montoie,1882,981,505,186,132,58,20,1.8634,0.5213,0.7896
2025,402 - Vallée de la Jeunesse,141,37,41,23,25,13,2,2.6028,0.2624,0.5532
2025,403 - Pyramides,663,349,166,68,56,17,7,1.8748,0.5264,0.7768
2025,404 - Prés-de-Vidy,429,254,91,47,27,6,4,1.7319,0.5921,0.8042
2025,405 - Bourget,3,0,3,0,0,0,0,2.0,0.0,1.0
2025,406 - Bourdonnette,614,119,162,122,128,51,32,2.9316,0.1938,0.4577
2025,5 - Montriond/Cour,4335,2173,1096,546,414,83,23,1.8997,0.5013,0.7541
2025,501 - Marc-Dufour,1581,858,388,179,125,26,5,1.7938,0.5427,0.7881
2025,503 - Les Cèdres,19,10,5,1,3,0,0,1.8421,0.5263,0.7895
2025,504 - Cour,1135,527,309,149,118,23,9,1.9753,0.4643,0.7366
2025,505 - Mont-d'Or,1598,777,394,216,168,34,9,1.9512,0.4862,0.7328
2025,506 - Bellerive,2,1,0,1,0,0,0,2.0,0.5,0.5
2025,6 - Sous-Gare/Ouchy,5931,3208,1513,625,460,108,17,1.7886,0.5409,0.796
2025,601 - Grancy,1963,1053,478,220,168,35,9,1.8232,0.5364,0.7799
2025,602 - Harpe,2451,1300,656,261,185,45,4,1.7903,0.5304,0.798
2025,603 - Av. d'Ouchy,636,325,159,71,60,19,2,1.8947,0.511,0.761
2025,604 - Ouchy,881,530,220,73,47,9,2,1.63,0.6016,0.8513
2025,7 - Montchoisi,2187,1276,522,197,157,29,6,1.7037,0.5834,0.8221
2025,701 - Montchoisi,2075,1228,492,181,140,28,6,1.6853,0.5918,0.8289
2025,702 - Elysée,112,48,30,16,17,1,0,2.0446,0.4286,0.6964
2025,8 - Florimont/Chissiez,3009,1452,836,345,253,98,25,1.9395,0.4826,0.7604
2025,801 - Florimont,1035,491,280,129,94,33,8,1.9662,0.4744,0.7449
2025,802 - Av. Rambert,551,190,176,81,73,26,5,2.2541,0.3448,0.6642
2025,803 - Chissiez,1423,771,380,135,86,39,12,1.7983,0.5418,0.8089
2025,9 - Mousquines/Bellevue,1290,580,366,159,134,39,12,2.0186,0.4496,0.7333
2025,90 - Zones foraines,1679,524,499,251,290,83,32,2.4264,0.3121,0.6093
2025,901 - Mon-Repos,98,50,16,20,10,2,0,1.9592,0.5102,0.6735
2025,9010 - Les Râpes,1452,470,420,211,258,65,28,2.4077,0.3237,0.6129
2025,902 - Av. Secrétan,809,323,252,95,98,32,9,2.1347,0.3993,0.7108
2025,9020 - Montheron,52,14,22,7,4,4,1,2.3462,0.2692,0.6923
2025,903 - Ch. de la Vuachère,383,207,98,44,26,5,3,1.7885,0.5405,0.7963
2025,9030 - Vernand,175,40,57,33,28,14,3,2.6057,0.2286,0.5543
2025,Ville de Lausanne,75537,37286,19582,8864,6811,2174,820,1.9447,0.4936,0.7528